H,L,nu,dp,u_b,structured,hmax,order,condense,constitutive,threads,solver,it_max,tol_min,damp_fix,damp_newton,linesearch,inverse,model,tau_y,kappa,law,Velocity,Stress,Strain rate,Pressure,converged?,it
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,1e-08,G1,5.866291294552923e-06,0.0332692142144217,0.0001319491598944,0.0192931073581793,True,44
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,1e-07,G1,6.01755260381235e-06,0.0267950965825644,0.0001319493953092,0.0155309002952244,True,43
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,1e-06,G1,7.594936376122591e-06,0.0196735314568421,0.0001320288453606,0.0112008961474714,True,41
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,1e-05,G1,2.445662850146148e-05,0.0127833692715649,0.0001343646864385,0.0070984912811921,True,41
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,0.0001,G1,0.0001963408431452,0.0072913767588866,0.0002543722051688,0.0039944611099458,True,40
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,0.001,G1,0.0019171374142456,0.0032494198028193,0.0021386117115666,0.0017551202757207,True,38
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,0.01,G1,0.0190595957204061,0.0011125942903204,0.0212258437729782,0.0005264885714966,True,37
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,0.1,G1,0.1837401641507598,0.0002672679777514,0.2045145763736273,0.0001295125612955,True,36
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,80,1e-08,1.0,0.5,none,pardiso,Bingham,1.0,1.0,G1,1.7618645410996627,1.5479120876634597e-12,1.957890127910944,1.0745638352645973e-08,True,32
2.0,1.0,1.0,-2.0,1.0,False,0.0078125,2,True,True,24,newton,500,1e-08,1.0,0.1,none,pardiso,Bingham,1.0,1e-08,G1,1.4921263318012197e-06,0.0147931350286075,4.863106169788365e-05,0.0089015611837637,True,291
2.0,1.0,1.0,-2.0,1.0,False,0.0078125,2,True,True,24,newton,500,1e-08,1.0,0.1,none,pardiso,Bingham,1.0,1e-07,G1,1.6466526371194715e-06,0.0116990337238992,4.863180923371201e-05,0.0070189551936197,True,264
